0.004808	0.999874
0.009615	1.000024
0.014423	1.000005
0.019231	1.000049
0.024038	1.000016
0.028846	1.000038
0.033654	1.000031
0.038462	1.000024
0.043269	1.000007
0.048077	0.999942
0.052885	1.000006
0.057692	1.000020
0.062500	0.999979
0.067308	0.999668
0.072115	0.999819
0.076923	0.999677
0.081731	0.999843
0.086538	0.999987
0.091346	0.999021
0.096154	0.999044
0.100962	0.996433
0.105769	0.995661
0.110577	0.978037
0.115385	0.993794
0.120192	0.978370
0.125000	0.973733
0.129808	0.973397
0.134615	0.805825
0.139423	0.919860
0.144231	0.909808
0.149038	0.885232
0.153846	0.707989
0.158654	0.812676
0.163462	0.752568
0.168269	0.623632
0.173077	0.508339
0.177885	0.632716
0.182692	0.545612
0.187500	0.554363
0.192308	0.536245
0.197115	0.475614
0.201923	0.405633
0.206731	0.374993
0.211538	0.424124
0.216346	0.361761
0.221154	0.445246
0.225962	0.357544
0.230769	0.359868
0.235577	0.393809
0.240385	0.433805
0.245192	0.395563
0.250000	0.368538
0.254808	0.381166
0.259615	0.379331
0.264423	0.376629
0.269231	0.363104
0.274038	0.360440
0.278846	0.312618
0.283654	0.323979
0.288462	0.323194
0.293269	0.313630
0.298077	0.313295
0.302885	0.335109
0.307692	0.338767
0.312500	0.319930
0.317308	0.328362
0.322115	0.330535
0.326923	0.351606
0.331731	0.307276
0.336538	0.356406
0.341346	0.293903
0.346154	0.309573
0.350962	0.328573
0.355769	0.314275
0.360577	0.311167
0.365385	0.321772
0.370192	0.289615
0.375000	0.277454
0.379808	0.360699
0.384615	0.278522
0.389423	0.326532
0.394231	0.305264
0.399038	0.244646
0.403846	0.291829
0.408654	0.318466
0.413462	0.292097
0.418269	0.299045
0.423077	0.271627
0.427885	0.304572
0.432692	0.316630
0.437500	0.280800
0.442308	0.270838
0.447115	0.268394
0.451923	0.289652
0.456731	0.303401
0.461538	0.292287
0.466346	0.264768
0.471154	0.313504
0.475962	0.284933
0.480769	0.267023
0.485577	0.295543
0.490385	0.279807
0.495192	0.300305
0.500000	0.276765
