0.004808	0.999986
0.009615	1.000011
0.014423	1.000011
0.019231	1.000015
0.024038	0.999987
0.028846	1.000010
0.033654	0.999998
0.038462	0.999995
0.043269	0.999998
0.048077	0.999998
0.052885	0.999988
0.057692	1.000012
0.062500	1.000004
0.067308	0.999990
0.072115	0.999922
0.076923	0.999199
0.081731	0.999843
0.086538	0.999351
0.091346	0.997913
0.096154	0.997285
0.100962	0.998794
0.105769	0.982465
0.110577	0.991191
0.115385	0.991013
0.120192	0.970030
0.125000	0.951271
0.129808	0.962085
0.134615	0.936797
0.139423	0.888290
0.144231	0.792216
0.149038	0.826049
0.153846	0.742773
0.158654	0.623414
0.163462	0.690797
0.168269	0.584364
0.173077	0.418602
0.177885	0.455625
0.182692	0.392953
0.187500	0.389340
0.192308	0.380172
0.197115	0.335595
0.201923	0.352866
0.206731	0.368395
0.211538	0.287333
0.216346	0.346359
0.221154	0.341536
0.225962	0.307522
0.230769	0.342947
0.235577	0.336632
0.240385	0.357053
0.245192	0.352898
0.250000	0.325717
0.254808	0.324920
0.259615	0.266688
0.264423	0.300859
0.269231	0.291106
0.274038	0.286238
0.278846	0.278195
0.283654	0.303020
0.288462	0.311868
0.293269	0.307051
0.298077	0.248732
0.302885	0.312251
0.307692	0.291966
0.312500	0.283416
0.317308	0.326752
0.322115	0.291493
0.326923	0.300013
0.331731	0.301755
0.336538	0.258076
0.341346	0.323568
0.346154	0.294194
0.350962	0.311870
0.355769	0.299031
0.360577	0.263483
0.365385	0.270903
0.370192	0.288873
0.375000	0.266636
0.379808	0.262390
0.384615	0.283472
0.389423	0.252389
0.394231	0.265550
0.399038	0.288799
0.403846	0.265575
0.408654	0.262362
0.413462	0.261924
0.418269	0.292878
0.423077	0.265570
0.427885	0.272034
0.432692	0.290278
0.437500	0.255363
0.442308	0.245902
0.447115	0.291197
0.451923	0.266095
0.456731	0.240959
0.461538	0.270555
0.466346	0.281472
0.471154	0.285575
0.475962	0.263466
0.480769	0.242439
0.485577	0.252165
0.490385	0.285676
0.495192	0.273698
0.500000	0.246078
