0.004808	1.000000	0.000000
0.009615	1.000000	0.000000
0.014423	1.000000	0.000000
0.019231	1.000000	0.000000
0.024038	1.000000	0.000000
0.028846	1.000000	0.000000
0.033654	1.000000	0.000000
0.038462	1.000000	0.000000
0.043269	1.000000	0.000000
0.048077	1.000000	0.000000
0.052885	1.000000	0.000000
0.057692	1.000000	0.000000
0.062500	1.000000	0.000000
0.067308	1.000000	0.000000
0.072115	0.999920	0.000432
0.076923	0.999199	0.002508
0.081731	0.999840	0.000600
0.086538	0.999359	0.001634
0.091346	0.997917	0.003551
0.096154	0.996875	0.006746
0.100962	0.998798	0.002688
0.105769	0.982452	0.053237
0.110577	0.991186	0.018321
0.115385	0.990785	0.011087
0.120192	0.970032	0.109642
0.125000	0.938542	0.144676
0.129808	0.964022	0.072343
0.134615	0.935096	0.162147
0.139423	0.872436	0.204568
0.144231	0.804888	0.233870
0.149038	0.796474	0.244134
0.153846	0.736939	0.260247
0.158654	0.601122	0.270973
0.163462	0.685337	0.270777
0.168269	0.602804	0.274488
0.173077	0.403846	0.206011
0.177885	0.450080	0.223554
0.182692	0.377083	0.192228
0.187500	0.397115	0.136393
0.192308	0.392869	0.126316
0.197115	0.328205	0.073987
0.201923	0.350000	0.103994
0.206731	0.351442	0.097157
0.211538	0.294792	0.087817
0.216346	0.333894	0.075542
0.221154	0.349840	0.095633
0.225962	0.315064	0.111634
0.230769	0.355208	0.073974
0.235577	0.347997	0.100352
0.240385	0.329808	0.080322
0.245192	0.356250	0.084695
0.250000	0.343349	0.093394
0.254808	0.316587	0.103829
0.259615	0.256410	0.083794
0.264423	0.307772	0.067249
0.269231	0.304968	0.070979
0.274038	0.276603	0.092800
0.278846	0.283253	0.074587
0.283654	0.315545	0.075899
0.288462	0.299359	0.088423
0.293269	0.320913	0.071630
0.298077	0.246394	0.063919
0.302885	0.303365	0.053216
0.307692	0.289423	0.091850
0.312500	0.303446	0.077190
0.317308	0.308734	0.077618
0.322115	0.286859	0.065287
0.326923	0.298558	0.074171
0.331731	0.286378	0.067684
0.336538	0.270433	0.066423
0.341346	0.328526	0.080389
0.346154	0.288782	0.057855
0.350962	0.317228	0.068646
0.355769	0.295913	0.074313
0.360577	0.273558	0.075061
0.365385	0.258253	0.068403
0.370192	0.280929	0.069223
0.375000	0.272115	0.084026
0.379808	0.275240	0.076832
0.384615	0.272756	0.061914
0.389423	0.253045	0.076577
0.394231	0.279247	0.069429
0.399038	0.286779	0.081000
0.403846	0.252965	0.068787
0.408654	0.254006	0.085947
0.413462	0.267308	0.068747
0.418269	0.297837	0.068373
0.423077	0.268670	0.058920
0.427885	0.274359	0.056817
0.432692	0.286458	0.056256
0.437500	0.263381	0.085616
0.442308	0.244872	0.062718
0.447115	0.290224	0.064636
0.451923	0.278686	0.068014
0.456731	0.259375	0.079033
0.461538	0.277324	0.069383
0.466346	0.286138	0.044113
0.471154	0.281410	0.069151
0.475962	0.255529	0.061120
0.480769	0.252644	0.065029
0.485577	0.256090	0.071799
0.490385	0.277163	0.071846
0.495192	0.265946	0.074541
0.500000	0.254087	0.063013
